,Time,,,Q_Categ,A_Categ,Check
12619,February,9,2018,Arts & Entertainment,Arts & Entertainment,1.350000024
12620,February,9,2018,,,0
12621,February,9,2018,,,0
12622,February,9,2018,,,0
12623,February,9,2018,,,0
12624,February,9,2018,,,0
12625,February,9,2018,,,0
12626,February,9,2018,,Books & Literature,0.589999974
12627,February,9,2018,,,0
12628,February,9,2018,,Computers & Electronics,0.860000014
12629,February,8,2018,,Arts & Entertainment,0.569999993
12630,February,8,2018,,,0
12631,February,8,2018,,,0
12632,February,8,2018,,Arts & Entertainment,0.810000002
12633,February,8,2018,,,0
12634,February,8,2018,Arts & Entertainment,Arts & Entertainment,1.370000005
12635,February,8,2018,,Food & Drink,0.589999974
12636,February,8,2018,,,0
12637,February,8,2018,,,0
12638,February,8,2018,,Food & Drink,0.620000005
12639,February,8,2018,,,0
12640,February,8,2018,Health,,0.569999993
12641,February,8,2018,,Food & Drink,0.519999981
12642,February,8,2018,,Food & Drink,0.75999999
12643,February,8,2018,,Arts & Entertainment,0.730000019
12644,February,8,2018,,Food & Drink,0.870000005
12645,February,8,2018,,,0
12646,February,8,2018,,Reference,0.569999993
12647,February,8,2018,,Food & Drink,0.839999974
12648,February,8,2018,People & Society,Food & Drink,1.569999993
12649,February,8,2018,,,0
12650,February,8,2018,,,0
12651,February,8,2018,,,0
12652,February,8,2018,,Reference,0.699999988
12653,February,8,2018,,Books & Literature,0.610000014
12654,February,8,2018,,,0
12655,February,8,2018,Science,,0.529999971
12656,February,8,2018,,Sports,0.790000021
12657,February,8,2018,,,0
12658,February,8,2018,,Books & Literature,0.5
12659,February,8,2018,Jobs & Education,Books & Literature,1.560000002
12660,February,8,2018,,Books & Literature,0.75999999
12661,February,8,2018,People & Society,Books & Literature,1.079999983
12662,February,8,2018,,,0
12663,February,8,2018,,,0
12664,February,8,2018,,,0
12665,February,8,2018,,,0
12666,February,8,2018,,Arts & Entertainment,0.550000012
12667,February,8,2018,,,0
12668,February,8,2018,,Arts & Entertainment,0.709999979
12669,February,8,2018,,,0
12670,February,8,2018,,,0
12671,February,8,2018,,People & Society,0.550000012
12672,February,8,2018,,Arts & Entertainment,0.629999995
12673,February,8,2018,,Shopping,0.519999981
12674,February,8,2018,,,0
12675,February,8,2018,Arts & Entertainment,,0.50999999
12676,February,8,2018,,,0
12677,February,8,2018,,,0
12678,February,8,2018,,,0
12679,February,8,2018,,,0
12680,February,8,2018,,,0
12681,February,8,2018,,,0
12682,February,8,2018,,Books & Literature,0.600000024
12683,February,8,2018,,Arts & Entertainment,0.560000002
12684,February,8,2018,,Arts & Entertainment,0.639999986
12685,February,8,2018,,Books & Literature,0.850000024
12686,February,8,2018,,,0
12687,February,8,2018,,,0
12688,February,8,2018,,Food & Drink,0.589999974
12689,February,8,2018,,,0
12690,February,8,2018,,,0
12691,February,8,2018,,Arts & Entertainment,0.660000026
12692,February,8,2018,,Arts & Entertainment,0.779999971
12693,February,8,2018,,Arts & Entertainment,0.660000026
12694,February,8,2018,Health,Arts & Entertainment,1.24000001
12695,February,8,2018,Jobs & Education,,0.550000012
12696,February,8,2018,Arts & Entertainment,People & Society,1.160000026
12697,February,8,2018,,,0
12698,February,8,2018,,,0
12699,February,8,2018,,,0
12700,February,8,2018,,,0
12701,February,8,2018,,,0
12702,February,8,2018,,,0
12703,February,8,2018,,Science,0.600000024
12704,February,8,2018,,,0
12705,February,8,2018,,,0
12706,February,8,2018,,,0
12707,February,8,2018,,,0
12708,February,8,2018,,Jobs & Education,0.50999999
12709,February,8,2018,Jobs & Education,,0.589999974
12710,February,8,2018,,,0
12711,February,7,2018,,Food & Drink,0.819999993
12712,February,7,2018,,,0
12713,February,7,2018,Jobs & Education,,0.819999993
12714,February,7,2018,,,0
12715,February,7,2018,Food & Drink,,0.769999981
12716,February,7,2018,,,0
12717,February,7,2018,,Shopping,0.699999988
12718,February,7,2018,,Shopping,0.689999998
12719,February,7,2018,,,0
12720,February,7,2018,,,0
12721,February,7,2018,,,0
12722,February,7,2018,,Books & Literature,0.529999971
12723,February,7,2018,,,0
12724,February,7,2018,,,0
12725,February,7,2018,,,0
12726,February,7,2018,Health,Arts & Entertainment,1.389999986
12727,February,7,2018,,,0
12728,February,7,2018,Arts & Entertainment,People & Society,1.200000048
12729,February,7,2018,,,0
12730,February,7,2018,,,0
12731,February,7,2018,People & Society,Computers & Electronics,1.24000001
12732,February,7,2018,,,0
12733,February,7,2018,,Autos & Vehicles,0.680000007
12734,February,7,2018,,Shopping,0.720000029
12735,February,7,2018,,,0
12736,February,7,2018,,,0
12737,February,7,2018,,,0
12738,February,7,2018,,,0
12739,February,7,2018,,,0
12740,February,7,2018,Health,Jobs & Education,1.790000021
12741,February,7,2018,,,0
12742,February,7,2018,Reference,Autos & Vehicles,1.040000021
12743,February,7,2018,,,0
12744,February,7,2018,,Books & Literature,0.550000012
12745,February,7,2018,Health,People & Society,1.25
12746,February,7,2018,,Jobs & Education,0.540000021
12747,February,7,2018,Jobs & Education,Jobs & Education,1.110000014
12748,February,7,2018,,Jobs & Education,0.50999999
12749,February,7,2018,,,0
12750,February,7,2018,,Jobs & Education,0.569999993
12751,February,7,2018,,,0
12752,February,7,2018,Jobs & Education,Arts & Entertainment,1.159999967
12753,February,7,2018,,,0
12754,February,7,2018,,,0
12755,February,7,2018,,,0
12756,February,7,2018,,Jobs & Education,0.810000002
12757,February,7,2018,,,0
12758,February,7,2018,Business & Industrial,,0.579999983
12759,February,7,2018,,,0
12760,February,7,2018,,,0
12761,February,7,2018,,Reference,0.620000005
12762,February,7,2018,,,0
12763,February,7,2018,,,0
12764,February,7,2018,,,0
12765,February,7,2018,,,0
12766,February,7,2018,Arts & Entertainment,,0.5
12767,February,7,2018,,Food & Drink,0.810000002
12768,February,7,2018,,,0
12769,February,7,2018,Computers & Electronics,Food & Drink,1.339999974
12770,February,7,2018,,,0
12771,February,7,2018,Jobs & Education,Food & Drink,1.050000012
12772,February,7,2018,Arts & Entertainment,,0.529999971
12773,February,7,2018,,,0
12774,February,7,2018,,Autos & Vehicles,0.850000024
12775,February,7,2018,,Autos & Vehicles,0.639999986
12776,February,7,2018,,Autos & Vehicles,0.699999988
12777,February,7,2018,,Shopping,0.670000017
12778,February,6,2018,,Autos & Vehicles,0.639999986
12779,February,6,2018,,Autos & Vehicles,0.680000007
12780,February,6,2018,,,0
12781,February,6,2018,,,0
12782,February,6,2018,,Food & Drink,0.899999976
12783,February,6,2018,,,0
12784,February,6,2018,,,0
12785,February,6,2018,Food & Drink,,0.689999998
12786,February,6,2018,,,0
12787,February,6,2018,,Health,0.779999971
12788,February,6,2018,,,0
12789,February,6,2018,,,0
12790,February,6,2018,Beauty & Fitness,Arts & Entertainment,1.350000024
12791,February,6,2018,Jobs & Education,,0.519999981
12792,February,6,2018,,Food & Drink,0.879999995
12793,February,6,2018,,,0
12794,February,6,2018,,,0
12795,February,6,2018,,,0
12796,February,6,2018,,,0
12797,February,6,2018,,Health,0.50999999
12798,February,6,2018,Jobs & Education,,0.550000012
12799,February,6,2018,,,0
12800,February,6,2018,,,0
12801,February,6,2018,,,0
12802,February,6,2018,,Food & Drink,0.50999999
12803,February,6,2018,,,0
12804,February,6,2018,Jobs & Education,Food & Drink,1.859999955
12805,February,6,2018,,,0
12806,February,6,2018,Computers & Electronics,Food & Drink,1.479999959
12807,February,6,2018,,,0
12808,February,6,2018,News,,0.5
12809,February,6,2018,,,0
12810,February,6,2018,Health,,0.699999988
12811,February,6,2018,,Jobs & Education,0.620000005
12812,February,6,2018,,Finance,0.519999981
12813,February,6,2018,Finance,Business & Industrial,1.370000005
12814,February,6,2018,,,0
12815,February,6,2018,,Arts & Entertainment,0.5
12816,February,6,2018,,Books & Literature,0.5
12817,February,6,2018,,Food & Drink,0.569999993
12818,February,6,2018,Jobs & Education,Food & Drink,1.600000024
12819,February,6,2018,Science,Food & Drink,1.399999976
12820,February,6,2018,,Arts & Entertainment,0.579999983
12821,February,6,2018,,Food & Drink,0.879999995
12822,February,6,2018,,,0
12823,February,6,2018,,Arts & Entertainment,0.569999993
12824,February,6,2018,Health,Jobs & Education,1.099999964
12825,February,6,2018,Health,Jobs & Education,1.600000024
12826,February,6,2018,,,0
12827,February,6,2018,,Arts & Entertainment,0.560000002
12828,February,6,2018,,Reference,0.50999999
12829,February,6,2018,,Arts & Entertainment,0.670000017
12830,February,6,2018,,,0
12831,February,6,2018,Books & Literature,,0.889999986
12832,February,6,2018,,,0
12833,February,6,2018,,Beauty & Fitness,0.660000026
12834,February,6,2018,,,0
12835,February,6,2018,,Books & Literature,0.579999983
12836,February,6,2018,,,0
12837,February,6,2018,Food & Drink,Food & Drink,1.680000007
12838,February,6,2018,,,0
12839,February,6,2018,Jobs & Education,Jobs & Education,1.029999971
12840,February,6,2018,,Books & Literature,0.709999979
12841,February,6,2018,Home & Garden,Shopping,1.410000026
12842,February,6,2018,,Jobs & Education,0.50999999
12843,February,6,2018,,,0
12844,February,6,2018,,Arts & Entertainment,0.660000026
12845,February,6,2018,,,0
12846,February,6,2018,,Books & Literature,0.600000024
12847,February,6,2018,,People & Society,0.810000002
12848,February,6,2018,,People & Society,0.790000021
12849,February,6,2018,,,0
12850,February,6,2018,,,0
12851,February,6,2018,,,0
12852,February,6,2018,,Finance,0.74000001
12853,February,6,2018,,Online Communities,0.639999986
12854,February,6,2018,,,0
12855,February,6,2018,,,0
12856,February,6,2018,,,0
12857,February,6,2018,Health,,0.519999981
12858,February,6,2018,,,0
12859,February,6,2018,,,0
12860,February,6,2018,,,0
12861,February,6,2018,,,0
12862,February,6,2018,,,0
12863,February,6,2018,,,0
12864,February,6,2018,,,0
12865,February,6,2018,,,0
12866,February,6,2018,,,0
12867,February,6,2018,,,0
12868,February,6,2018,,,0
12869,February,6,2018,,,0
12870,February,6,2018,,,0
12871,February,6,2018,,,0
12872,February,6,2018,,,0
12873,February,6,2018,,,0
12874,February,6,2018,,,0
12875,February,6,2018,,,0
12876,February,6,2018,,,0
12877,February,6,2018,,Arts & Entertainment,0.560000002
12878,February,6,2018,,,0
12879,February,6,2018,,,0
12880,February,6,2018,,,0
12881,February,6,2018,,,0
12882,February,6,2018,,,0
12883,February,6,2018,,,0
12884,February,6,2018,Arts & Entertainment,,0.5
12885,February,6,2018,,,0
12886,February,6,2018,,,0
12887,February,6,2018,,Autos & Vehicles,0.699999988
12888,February,6,2018,,,0
12889,February,6,2018,,,0
12890,February,6,2018,,,0
12891,February,6,2018,,,0
12892,February,6,2018,,,0
12893,February,6,2018,,,0
12894,February,6,2018,,,0
12895,February,6,2018,,,0
12896,February,6,2018,,,0
12897,February,6,2018,,,0
12898,February,6,2018,,,0
12899,February,6,2018,,,0
12900,February,6,2018,,,0
12901,February,6,2018,,,0
12902,February,6,2018,,,0
12903,February,6,2018,,,0
12904,February,6,2018,,,0
12905,February,5,2018,,Books & Literature,0.730000019
12906,February,5,2018,,Science,0.939999998
12907,February,5,2018,,,0
12908,February,5,2018,,,0
12909,February,5,2018,,,0
12910,February,5,2018,,Shopping,0.589999974
12911,February,5,2018,,,0
12912,February,5,2018,,,0
12913,February,5,2018,Arts & Entertainment,,0.75
12914,February,5,2018,,,0
12915,February,5,2018,,Computers & Electronics,0.529999971
12916,February,5,2018,,,0
12917,February,5,2018,,,0
12918,February,5,2018,,,0
12919,February,5,2018,,,0
12920,February,5,2018,,,0
12921,February,5,2018,,,0
12922,February,5,2018,,,0
12923,February,5,2018,,,0
12924,February,5,2018,,,0
12925,February,5,2018,,,0
12926,February,5,2018,,,0
12927,February,5,2018,,,0
12928,February,5,2018,,,0
12929,February,5,2018,,,0
12930,February,5,2018,,,0
12931,February,5,2018,,,0
12932,February,5,2018,,,0
12933,February,5,2018,,,0
12934,February,5,2018,,,0
12935,February,5,2018,,,0
12936,February,5,2018,,,0
12937,February,5,2018,,,0
12938,February,5,2018,,,0
12939,February,5,2018,,,0
12940,February,5,2018,,,0
12941,February,5,2018,,,0
12942,February,5,2018,,,0
12943,February,5,2018,,,0
12944,February,5,2018,,,0
12945,February,5,2018,,,0
12946,February,5,2018,,,0
12947,February,5,2018,,,0
12948,February,5,2018,,,0
12949,February,5,2018,,,0
12950,February,5,2018,,,0
12951,February,5,2018,,,0
12952,February,5,2018,,,0
12953,February,5,2018,,,0
12954,February,5,2018,,,0
12955,February,5,2018,,,0
12956,February,5,2018,,,0
12957,February,5,2018,,,0
12958,February,5,2018,,,0
12959,February,5,2018,,,0
12960,February,5,2018,,,0
12961,February,5,2018,,,0
12962,February,5,2018,,,0
12963,February,5,2018,,,0
12964,February,5,2018,,,0
12965,February,5,2018,,,0
12966,February,5,2018,,,0
12967,February,5,2018,,,0
12968,February,5,2018,,,0
12969,February,5,2018,,,0
12970,February,5,2018,,,0
12971,February,5,2018,,,0
12972,February,5,2018,,,0
12973,February,5,2018,,,0
12974,February,5,2018,,,0
12975,February,5,2018,,,0
12976,February,5,2018,,,0
12977,February,5,2018,,,0
12978,February,5,2018,,,0
12979,February,5,2018,,,0
12980,February,5,2018,,,0
12981,February,5,2018,,,0
12982,February,5,2018,,,0
12983,February,5,2018,,,0
12984,February,5,2018,,,0
12985,February,5,2018,,,0
12986,February,4,2018,,,0
12987,February,4,2018,,,0
12988,February,4,2018,,,0
12989,February,4,2018,,,0
12990,February,4,2018,,,0
12991,February,4,2018,,,0
12992,February,4,2018,,,0
12993,February,4,2018,,,0
12994,February,4,2018,,,0
12995,February,4,2018,,,0
12996,February,4,2018,,,0
12997,February,4,2018,,,0
12998,February,4,2018,,,0
12999,February,4,2018,,,0
13000,February,4,2018,,,0
13001,February,4,2018,,,0
13002,February,4,2018,,,0
13003,February,4,2018,,,0
13004,February,4,2018,,,0
13005,February,4,2018,,,0
13006,February,4,2018,,,0
13007,February,4,2018,,,0
13008,February,4,2018,,,0
13009,February,4,2018,,,0
13010,February,4,2018,,,0
13011,February,4,2018,,,0
13012,February,4,2018,,,0
13013,February,4,2018,,,0
13014,February,4,2018,,,0
13015,February,4,2018,,,0
13016,February,4,2018,,,0
13017,February,4,2018,,,0
13018,February,4,2018,,,0
13019,February,4,2018,,,0
13020,February,4,2018,,,0
13021,February,4,2018,,,0
13022,February,4,2018,,,0
13023,February,4,2018,,,0
13024,February,4,2018,,,0
13025,February,4,2018,,,0
13026,February,4,2018,,,0
13027,February,4,2018,,,0
13028,February,4,2018,,,0
13029,February,4,2018,,,0
13030,February,4,2018,,,0
13031,February,4,2018,,,0
13032,February,4,2018,,,0
13033,February,4,2018,,,0
13034,February,4,2018,,,0
13035,February,4,2018,,,0
13036,February,4,2018,,,0
13037,February,4,2018,,,0
13038,February,4,2018,,,0
13039,February,4,2018,,,0
13040,February,4,2018,,,0
13041,February,4,2018,,,0
13042,February,4,2018,,,0
13043,February,4,2018,,,0
13044,February,4,2018,,,0
13045,February,4,2018,,,0
13046,February,4,2018,,,0
13047,February,4,2018,,,0
13048,February,4,2018,,,0
13049,February,4,2018,,,0
13050,February,4,2018,,,0
13051,February,4,2018,,,0
13052,February,4,2018,,,0
13053,February,4,2018,,,0
13054,February,4,2018,,,0
13055,February,4,2018,,,0
13056,February,4,2018,,,0
13057,February,4,2018,,,0
13058,February,4,2018,,,0
13059,February,4,2018,,,0
13060,February,4,2018,,,0
13061,February,4,2018,,,0
13062,February,4,2018,,,0
13063,February,4,2018,,,0
13064,February,4,2018,,,0
13065,February,4,2018,,,0
13066,February,4,2018,,,0
13067,February,4,2018,,,0
13068,February,3,2018,,,0
13069,February,3,2018,,,0
13070,February,3,2018,,,0
13071,February,3,2018,,,0
13072,February,3,2018,,,0
13073,February,3,2018,,,0
13074,February,3,2018,,,0
13075,February,3,2018,,,0
13076,February,3,2018,,,0
13077,February,3,2018,,,0
13078,February,3,2018,,,0
13079,February,3,2018,,,0
13080,February,3,2018,,,0
13081,February,3,2018,,,0
13082,February,3,2018,,,0
13083,February,3,2018,,,0
13084,February,3,2018,,,0
13085,February,3,2018,,,0
13086,February,3,2018,,,0
13087,February,3,2018,,,0
13088,February,3,2018,,,0
13089,February,3,2018,,,0
13090,February,3,2018,,,0
13091,February,3,2018,,,0
13092,February,3,2018,,,0
13093,February,3,2018,,,0
13094,February,3,2018,,,0
13095,February,3,2018,,,0
13096,February,3,2018,,,0
13097,February,3,2018,,,0
13098,February,3,2018,,,0
13099,February,3,2018,,,0
13100,February,3,2018,,,0
13101,February,3,2018,,,0
13102,February,3,2018,,,0
13103,February,3,2018,,,0
13104,February,3,2018,,,0
13105,February,3,2018,,,0
13106,February,3,2018,,,0
13107,February,3,2018,,,0
13108,February,3,2018,,,0
13109,February,3,2018,,,0
13110,February,3,2018,,,0
13111,February,3,2018,,,0
13112,February,3,2018,,,0
13113,February,3,2018,,,0
13114,February,3,2018,,,0
13115,February,3,2018,,,0
13116,February,3,2018,,,0
13117,February,3,2018,,,0
13118,February,3,2018,,,0
13119,February,3,2018,,,0
13120,February,3,2018,,,0
13121,February,3,2018,,,0
13122,February,3,2018,,,0
13123,February,3,2018,,,0
13124,February,3,2018,,,0
13125,February,3,2018,,Books & Literature,0.889999986
13126,February,2,2018,,Food & Drink,0.639999986
13127,February,2,2018,,,0
13128,February,2,2018,,,0
13129,February,2,2018,,,0
13130,February,2,2018,,,0
13131,February,2,2018,,,0
13132,February,2,2018,,,0
13133,February,2,2018,,Autos & Vehicles,0.610000014
13134,February,2,2018,,,0
13135,February,2,2018,,,0
13136,February,2,2018,Hobbies & Leisure,,0.519999981
13137,February,2,2018,,,0
13138,February,2,2018,,,0
13139,February,2,2018,,,0
13140,February,2,2018,,Books & Literature,0.74000001
13141,February,2,2018,,,0
13142,February,2,2018,,,0
13143,February,2,2018,,,0
13144,February,2,2018,,,0
13145,February,2,2018,Arts & Entertainment,Arts & Entertainment,1.079999983
13146,February,2,2018,,Food & Drink,0.569999993
13147,February,2,2018,,Reference,0.810000002
13148,February,2,2018,,Food & Drink,0.529999971
13149,February,2,2018,Jobs & Education,,0.769999981
13150,February,2,2018,Internet & Telecom,,0.660000026
13151,February,2,2018,Food & Drink,,0.600000024
13152,February,2,2018,Jobs & Education,Books & Literature,1.420000017
13153,February,2,2018,Real Estate,,0.540000021
13154,February,2,2018,Jobs & Education,,0.75999999
13155,February,2,2018,Jobs & Education,Jobs & Education,1.359999955
13156,February,2,2018,Arts & Entertainment,,0.660000026
13157,February,2,2018,,Books & Literature,0.660000026
13158,February,2,2018,,Books & Literature,0.600000024
13159,February,2,2018,Arts & Entertainment,,0.529999971
13160,February,2,2018,,,0
13161,February,2,2018,,,0
13162,February,2,2018,,Jobs & Education,0.680000007
13163,February,2,2018,Jobs & Education,,0.939999998
13164,February,2,2018,,,0
13165,February,2,2018,Food & Drink,,0.50999999
13166,February,2,2018,Jobs & Education,Books & Literature,1.319999993
13167,February,2,2018,,People & Society,0.600000024
13168,February,2,2018,,Arts & Entertainment,0.550000012
13169,February,2,2018,,People & Society,0.689999998
13170,February,2,2018,,People & Society,0.980000019
13171,February,2,2018,,People & Society,0.600000024
13172,February,2,2018,,,0
13173,February,2,2018,Travel,Arts & Entertainment,1.25
13174,February,2,2018,,,0
13175,February,2,2018,,,0
13176,February,2,2018,,Jobs & Education,0.569999993
13177,February,2,2018,Jobs & Education,Books & Literature,1.310000002
13178,February,2,2018,,Arts & Entertainment,0.550000012
13179,February,2,2018,,,0
13180,February,2,2018,Jobs & Education,Computers & Electronics,1.169999957
13181,February,2,2018,,,0
13182,February,2,2018,,,0
13183,February,2,2018,,,0
13184,February,2,2018,,Arts & Entertainment,0.629999995
13185,February,2,2018,,,0
13186,February,2,2018,,,0
13187,February,2,2018,,Arts & Entertainment,0.730000019
13188,February,1,2018,,Food & Drink,0.800000012
13189,February,1,2018,,,0
13190,February,1,2018,,People & Society,0.5
13191,February,1,2018,,,0
13192,February,1,2018,,,0
13193,February,1,2018,,,0
13194,February,1,2018,,,0
13195,February,1,2018,,,0
13196,February,1,2018,,,0
13197,February,1,2018,,Arts & Entertainment,0.720000029
13198,February,1,2018,,,0
13199,February,1,2018,Jobs & Education,Arts & Entertainment,1.310000002
13200,February,1,2018,Jobs & Education,Jobs & Education,1.319999993
13201,February,1,2018,,,0
13202,February,1,2018,,,0
13203,February,1,2018,Jobs & Education,Books & Literature,1.360000014
13204,February,1,2018,,Arts & Entertainment,0.629999995
13205,February,1,2018,Arts & Entertainment,,0.5
13206,February,1,2018,,Arts & Entertainment,0.529999971
13207,February,1,2018,Arts & Entertainment,,0.660000026
13208,February,1,2018,,Books & Literature,0.899999976
13209,February,1,2018,,,0
13210,February,1,2018,Arts & Entertainment,Jobs & Education,1.150000036
13211,February,1,2018,Internet & Telecom,Food & Drink,1.529999971
13212,February,1,2018,Law & Government,,0.800000012
13213,February,1,2018,,Food & Drink,0.790000021
13214,February,1,2018,Hobbies & Leisure,,0.899999976
13215,February,1,2018,Jobs & Education,,0.959999979
13216,February,1,2018,,People & Society,0.779999971
13217,February,1,2018,,,0
13218,February,1,2018,Jobs & Education,,0.5
13219,February,1,2018,Books & Literature,,0.930000007
13220,February,1,2018,Jobs & Education,,0.810000002
13221,February,1,2018,,Arts & Entertainment,0.649999976
13222,February,1,2018,Arts & Entertainment,Arts & Entertainment,1.520000041
13223,February,1,2018,,Books & Literature,0.589999974
13224,February,1,2018,,Games,0.5
13225,February,1,2018,,,0
13226,February,1,2018,Reference,Jobs & Education,1.5
13227,February,1,2018,People & Society,Arts & Entertainment,1.150000036
13228,February,1,2018,Arts & Entertainment,Jobs & Education,1.349999964
13229,February,1,2018,,Arts & Entertainment,0.579999983
13230,February,1,2018,,Arts & Entertainment,0.629999995
13231,February,1,2018,,,0
13232,February,1,2018,,,0
13233,January,31,2018,,,0
13234,January,31,2018,,,0
13235,January,31,2018,,,0
13236,January,31,2018,Arts & Entertainment,,0.720000029
13237,January,31,2018,,Books & Literature,0.660000026
13238,January,31,2018,,Law & Government,0.610000014
13239,January,31,2018,,People & Society,0.589999974
13240,January,31,2018,,Books & Literature,0.550000012
13241,January,31,2018,,Books & Literature,0.560000002
13242,January,31,2018,,,0
13243,January,31,2018,,Books & Literature,0.790000021
13244,January,31,2018,,People & Society,0.839999974
13245,January,31,2018,,,0
13246,January,31,2018,Jobs & Education,,0.860000014
13247,January,31,2018,,Books & Literature,0.74000001
13248,January,31,2018,Online Communities,,0.670000017
13249,January,31,2018,Jobs & Education,Jobs & Education,1.089999974
13250,January,31,2018,,,0
13251,January,31,2018,,,0
13252,January,31,2018,Arts & Entertainment,,0.560000002
13253,January,31,2018,,Books & Literature,0.810000002
13254,January,31,2018,,,0
13255,January,31,2018,,Jobs & Education,0.899999976
13256,January,31,2018,Jobs & Education,,0.560000002
13257,January,31,2018,,Books & Literature,0.540000021
13258,January,31,2018,,,0
13259,January,31,2018,Health,,0.720000029
13260,January,31,2018,Computers & Electronics,,0.569999993
13261,January,31,2018,,People & Society,0.560000002
13262,January,31,2018,,Arts & Entertainment,0.5
13263,January,31,2018,,Books & Literature,0.769999981
13264,January,31,2018,,,0
13265,January,31,2018,Beauty & Fitness,,0.670000017
13266,January,31,2018,Autos & Vehicles,,0.949999988
13267,January,31,2018,,Reference,0.550000012
13268,January,31,2018,,People & Society,0.699999988
13269,January,31,2018,,Jobs & Education,0.810000002
13270,January,31,2018,,Jobs & Education,0.769999981
13271,January,31,2018,,,0
13272,January,31,2018,Arts & Entertainment,People & Society,1.019999981
13273,January,31,2018,,,0
13274,January,31,2018,,Books & Literature,0.699999988
13275,January,31,2018,,People & Society,0.589999974
13276,January,31,2018,Books & Literature,Arts & Entertainment,1.120000005
13277,January,31,2018,,People & Society,0.709999979
13278,January,31,2018,,Arts & Entertainment,0.560000002
13279,January,31,2018,,People & Society,0.550000012
13280,January,31,2018,,,0
13281,January,31,2018,,Books & Literature,0.730000019
13282,January,31,2018,,Food & Drink,0.610000014
13283,January,31,2018,,,0
13284,January,31,2018,,,0
13285,January,31,2018,,Jobs & Education,0.74000001
13286,January,31,2018,,,0
13287,January,31,2018,Finance,,0.589999974
13288,January,31,2018,,,0
13289,January,31,2018,,People & Society,0.889999986
13290,January,31,2018,,Jobs & Education,0.519999981
13291,January,31,2018,,Shopping,0.639999986
13292,January,31,2018,Shopping,Shopping,1.629999995
13293,January,31,2018,,Books & Literature,0.75
13294,January,31,2018,Arts & Entertainment,,0.560000002
13295,January,31,2018,Jobs & Education,People & Society,1.660000026
13296,January,31,2018,Jobs & Education,People & Society,1.479999959
13297,January,31,2018,People & Society,Real Estate,1.159999967
13298,January,31,2018,,Shopping,0.50999999
13299,January,31,2018,,,0
13300,January,31,2018,,People & Society,0.560000002
13301,January,31,2018,Arts & Entertainment,Health,1.220000029
13302,January,30,2018,,,0
13303,January,30,2018,Jobs & Education,Books & Literature,1.350000024
13304,January,30,2018,,Books & Literature,0.970000029
13305,January,30,2018,,Jobs & Education,0.560000002
13306,January,30,2018,Science,Jobs & Education,1.139999986
13307,January,30,2018,,Shopping,0.5
13308,January,30,2018,People & Society,Autos & Vehicles,1.370000005
13309,January,30,2018,Jobs & Education,Arts & Entertainment,1.019999981
13310,January,30,2018,,,0
13311,January,30,2018,,,0
13312,January,30,2018,,People & Society,0.670000017
13313,January,30,2018,Law & Government,,0.699999988
13314,January,30,2018,Reference,Food & Drink,1.329999983
13315,January,30,2018,,,0
13316,January,30,2018,,Food & Drink,0.860000014
13317,January,30,2018,,,0
13318,January,30,2018,,,0
13319,January,30,2018,,Jobs & Education,0.50999999
13320,January,30,2018,,,0
13321,January,30,2018,,People & Society,0.949999988
13322,January,30,2018,,,0
13323,January,30,2018,,,0
13324,January,30,2018,Jobs & Education,,0.540000021
13325,January,30,2018,,,0
13326,January,30,2018,Science,Arts & Entertainment,1.270000041
13327,January,30,2018,Arts & Entertainment,,0.75999999
13328,January,30,2018,,,0
13329,January,30,2018,,,0
13330,January,30,2018,,,0
13331,January,30,2018,Food & Drink,,0.589999974
13332,January,30,2018,,Online Communities,0.75
13333,January,30,2018,,Arts & Entertainment,0.589999974
13334,January,30,2018,Jobs & Education,Books & Literature,1.180000007
13335,January,30,2018,,,0
13336,January,30,2018,People & Society,,0.829999983
13337,January,30,2018,,,0
13338,January,30,2018,,Arts & Entertainment,0.730000019
13339,January,30,2018,Jobs & Education,Books & Literature,1.379999995
13340,January,30,2018,,People & Society,0.5
13341,January,30,2018,Finance,Finance,1.370000005
13342,January,30,2018,,Books & Literature,0.769999981
13343,January,30,2018,,,0
13344,January,30,2018,,People & Society,0.529999971
13345,January,30,2018,,Food & Drink,0.5
13346,January,30,2018,,,0
13347,January,30,2018,,Autos & Vehicles,0.819999993
13348,January,30,2018,,,0
13349,January,30,2018,,Arts & Entertainment,0.50999999
13350,January,30,2018,,Arts & Entertainment,0.730000019
13351,January,30,2018,,Arts & Entertainment,0.639999986
13352,January,30,2018,Jobs & Education,People & Society,1.360000014
13353,January,30,2018,,People & Society,0.579999983
13354,January,30,2018,Health,People & Society,1.689999998
13355,January,30,2018,Food & Drink,People & Society,1.340000033
13356,January,30,2018,Jobs & Education,People & Society,1.790000021
13357,January,30,2018,,Jobs & Education,0.689999998
13358,January,30,2018,,,0
13359,January,30,2018,,Books & Literature,0.660000026
13360,January,30,2018,,Books & Literature,0.730000019
13361,January,30,2018,Jobs & Education,,0.620000005
13362,January,30,2018,,,0
13363,January,30,2018,,Food & Drink,0.910000026
13364,January,30,2018,,,0
13365,January,30,2018,People & Society,,0.75999999
13366,January,29,2018,,,0
13367,January,29,2018,,Science,0.620000005
13368,January,29,2018,Food & Drink,,0.639999986
13369,January,29,2018,,,0
13370,January,29,2018,,,0
13371,January,29,2018,Arts & Entertainment,,0.5
13372,January,29,2018,Jobs & Education,,0.730000019
13373,January,29,2018,,,0
